geoid,Region,State,age,season,MMWR Year/Week,Deaths from influenza,Deaths from pneumonia,Deaths from pneumonia and influenza,All Deaths,Pecent of deaths due to pneumonia or influenza,pecent complete
State,,Nevada,All,2011-12,201202,,,31,387,8.010335917,101.3266687
State,,Alaska,All,2011-12,201222,,,2,69,2.898550725,95.72519084
State,,Michigan,All,2011-12,201147,,,138,1690,8.165680473,100.0940835
State,,Indiana,All,2011-12,201231,,,63,1060,5.943396226,96.64571237
Region,4,,All,2011-12,201230,0,600,600,10060,5.964214712,96.55175581
Region,6,,All,2011-12,201203,4,527,531,6137,8.652436044,110.4001191
State,,District of Columbia,All,2011-12,201224,,,3,79,3.797468354,88.4596839
State,,Utah,All,2011-12,201143,,,16,297,5.387205387,103.9975204
State,,Washington,All,2011-12,201144,,,89,946,9.408033827,101.1314462
State,,West Virginia,All,2011-12,201225,,,43,431,9.976798144,104.5533683
State,,New Mexico,All,2011-12,201205,,,24,346,6.936416185,111.9099941
State,,Washington,All,2011-12,201209,,,83,962,8.627858628,102.8419147
State,,New Hampshire,All,2011-12,201216,,,24,217,11.05990783,108.7106594
State,,South Carolina,All,2011-12,201201,,,60,844,7.109004739,105.8710553
State,,Michigan,All,2011-12,201203,,,115,1704,6.748826291,100.9232653
State,,Oklahoma,All,2011-12,201219,,,51,653,7.810107198,93.7838005
State,,Utah,All,2011-12,201212,,,33,315,10.47619048,110.3004004
State,,Texas,All,2011-12,201239,,,235,3345,7.025411061,104.1525136
State,,Illinois,All,2011-12,201222,,,125,1884,6.634819533,97.60157846
State,,Arkansas,All,2011-12,201224,,,32,568,5.633802817,101.515307
State,,New Jersey,All,2011-12,201209,,,75,1366,5.490483163,102.573186
State,,New Jersey,All,2011-12,201140,,,64,1255,5.099601594,94.23817599
State,,California,All,2011-12,201202,,,525,4951,10.6039184,109.1904937
Region,9,,All,2011-12,201202,1,643,644,6466,9.959789669,107.5326502
State,,Mississippi,All,2011-12,201202,,,51,584,8.732876712,105.3887666
State,,Arizona,All,2011-12,201203,,,59,921,6.406080347,101.5414075
State,,Arizona,All,2011-12,201145,,,54,877,6.157354618,96.69035222
State,,Minnesota,All,2011-12,201149,,,64,777,8.236808237,104.0034072
State,,New Jersey,All,2011-12,201206,,,80,1438,5.563282337,107.9796789
Region,5,,All,2011-12,201210,20,779,799,9310,8.58216971,110.4771584
State,,Kentucky,All,2011-12,201238,,,66,794,8.312342569,98.00153546
State,,Georgia,All,2011-12,201152,,,89,1362,6.534508076,100.5009903
State,,Colorado,All,2011-12,201143,,,27,640,4.21875,104.4347283
State,,Louisiana,All,2011-12,201215,,,39,776,5.025773196,99.20056762
State,,Ohio,All,2011-12,201217,,,175,2100,8.333333333,102.0315649
State,,South Dakota,All,2011-12,201206,,,8,128,6.25,93.48289478
State,,Colorado,All,2011-12,201204,,,41,668,6.137724551,109.0037477
Region,6,,All,2011-12,201207,3,517,520,6099,8.525987867,109.7165271
State,,Mississippi,All,2011-12,201232,,,35,543,6.445672192,97.98989768
State,,Georgia,All,2011-12,201204,,,109,1311,8.314263921,96.73773739
State,,Louisiana,All,2011-12,201201,,,51,851,5.992949471,108.7882513
State,,Utah,All,2011-12,201230,,,13,276,4.710144928,96.64416037
State,,Wyoming,All,2011-12,201239,,,6,73,8.219178082,86.93447293
State,,Mississippi,All,2011-12,201233,,,39,531,7.344632768,95.82437508
State,,West Virginia,All,2011-12,201148,,,32,378,8.465608466,91.69645759
State,,Tennessee,All,2011-12,201152,,,110,1210,9.090909091,105.7749819
Region,2,,All,2011-12,201218,2,323,325,4183,7.76954339,100.7827477
State,,Alaska,All,2011-12,201147,,,2,69,2.898550725,95.72519084
Region,1,,All,2011-12,201213,2,189,191,2215,8.623024831,96.75218141
State,,Virginia,All,2011-12,201202,,,113,1261,8.961141951,110.1443521
State,,Ohio,All,2011-12,201144,,,170,2111,8.053055424,102.566016
State,,California,All,2011-12,201230,,,344,4367,7.877261278,96.31082325
State,,New York City,All,2011-12,201221,,,104,961,10.82206035,96.51376235
State,,Delaware,All,2011-12,201220,,,10,159,6.289308176,107.6761065
State,,Oklahoma,All,2011-12,201239,,,39,689,5.660377359,98.95411722
State,,Maryland,All,2011-12,201207,,,78,873,8.934707904,104.7959014
State,,Virginia,All,2011-12,201218,,,81,1172,6.911262799,102.3704843
Region,9,,All,2011-12,201141,0,497,497,5940,8.367003367,98.78502048
Region,10,,All,2011-12,201216,6,132,138,1974,6.990881459,106.9413951
State,,Alabama,All,2011-12,201228,,,52,815,6.380368098,88.23956029
State,,Colorado,All,2011-12,201222,,,38,609,6.239737274,99.37617114
National,,,All,2011-12,201229,1,3011,3012,45935,6.557091542,96.54367953
State,,Colorado,All,2011-12,201229,,,27,577,4.679376083,94.15443473
State,,Tennessee,All,2011-12,201235,,,66,1122,5.882352941,98.08225595
State,,West Virginia,All,2011-12,201209,,,42,436,9.633027523,105.7662844
State,,Wyoming,All,2011-12,201143,,,9,85,10.58823529,101.2250712
State,,Minnesota,All,2011-12,201203,,,56,808,6.930693069,108.1528352
State,,Washington,All,2011-12,201218,,,78,944,8.262711864,100.9176377
National,,,All,2011-12,201145,6,3662,3668,48639,7.541273464,102.2267994
State,,Idaho,All,2011-12,201239,,,12,212,5.660377359,95.37011128
State,,Ohio,All,2011-12,201206,,,204,2170,9.400921659,105.4326171
Region,7,,All,2011-12,201232,0,157,157,2214,7.091237579,94.10393762
State,,Kentucky,All,2011-12,201216,,,68,838,8.114558473,103.432351
State,,Florida,All,2011-12,201201,,,233,3617,6.441802599,109.0023359
State,,Texas,All,2011-12,201237,,,215,3091,6.955677774,96.24377265
State,,Utah,All,2011-12,201236,,,17,288,5.902777778,100.8460804
National,,,All,2011-12,201232,5,3040,3045,46344,6.570429829,97.40329344
State,,Nebraska,All,2011-12,201208,,,31,315,9.841269841,107.8749447
State,,Maine,All,2011-12,201216,,,19,217,8.755760369,88.74821439
State,,Indiana,All,2011-12,201215,,,105,1158,9.067357513,105.580882
State,,Washington,All,2011-12,201233,,,61,908,6.718061674,97.06908369
Region,6,,All,2011-12,201232,0,366,366,5459,6.704524638,98.20339748
State,,Connecticut,All,2011-12,201209,,,52,607,8.566721582,109.5317856
State,,Tennessee,All,2011-12,201234,,,74,1133,6.531332745,99.0438467
State,,New Mexico,All,2011-12,201232,,,24,310,7.741935484,100.2661797
State,,Massachusetts,All,2011-12,201222,,,79,904,8.738938053,89.52742884
State,,Pennsylvania,All,2011-12,201207,,,203,2536,8.004731861,105.2568449
State,,Pennsylvania,All,2011-12,201212,,,164,2408,6.810631229,99.94419654
State,,Alabama,All,2011-12,201145,,,57,983,5.798575788,106.4288194
State,,Virginia,All,2011-12,201230,,,73,1108,6.588447653,96.7802872
Region,9,,All,2011-12,201144,1,483,484,5834,8.296194721,97.02219015
State,,Arizona,All,2011-12,201214,,,78,1031,7.565470417,113.6690458
State,,Mississippi,All,2011-12,201229,,,29,587,4.940374787,105.9301472
State,,New Hampshire,All,2011-12,201219,,,21,216,9.722222222,108.2096886
State,,Minnesota,All,2011-12,201225,,,52,735,7.074829932,98.38160136
State,,Wyoming,All,2011-12,201208,,,9,73,12.32876712,86.93447293
State,,New Jersey,All,2011-12,201207,,,92,1398,6.580829757,104.9760717
Region,6,,All,2011-12,201225,0,371,371,5395,6.87673772,97.05208452
State,,Arkansas,All,2011-12,201225,,,37,506,7.312252964,90.43441081
State,,Virginia,All,2011-12,201223,,,74,1184,6.25,103.4186463
State,,Indiana,All,2011-12,201220,,,84,1142,7.355516638,104.1220788
State,,District of Columbia,All,2011-12,201219,,,4,84,4.761904762,94.05839807
State,,Georgia,All,2011-12,201228,,,79,1303,6.062931696,96.1474232
State,,Alaska,All,2011-12,201227,,,3,70,4.285714286,97.11251245
State,,North Dakota,All,2011-12,201143,,,11,135,8.148148148,118.6052377
State,,Arizona,All,2011-12,201229,,,55,887,6.200676437,97.79286479
State,,Tennessee,All,2011-12,201142,,,95,1165,8.154506438,101.8412016
State,,Hawaii,All,2011-12,201220,,,20,233,8.583690987,122.7428543
State,,Iowa,All,2011-12,201145,,,40,546,7.326007326,102.2921018
State,,Utah,All,2011-12,201223,,,19,305,6.229508197,106.7988004
State,,Arkansas,All,2011-12,201239,,,37,550,6.727272727,98.29827262
Region,10,,All,2011-12,201212,3,141,144,1963,7.335710647,106.3454704
State,,Wisconsin,All,2011-12,201149,,,39,984,3.963414634,108.5725749
State,,Montana,All,2011-12,201140,,,10,181,5.524861879,107.7196879
Region,5,,All,2011-12,201208,7,715,722,9040,7.986725664,107.2732021
State,,Washington,All,2011-12,201204,,,83,949,8.746048472,101.4521591
State,,Illinois,All,2011-12,201216,,,139,1848,7.521645022,95.73658014
State,,Washington,All,2011-12,201211,,,112,1041,10.75888569,111.2873526
State,,Washington,All,2011-12,201217,,,75,964,7.780082988,103.0557232
State,,Illinois,All,2011-12,201214,,,161,1888,8.527542373,97.80880049
State,,Kentucky,All,2011-12,201221,,,72,855,8.421052632,105.5306207
State,,New Hampshire,All,2011-12,201151,,,22,233,9.442060086,116.7261919
State,,Colorado,All,2011-12,201217,,,51,660,7.727272727,107.6983136
State,,Minnesota,All,2011-12,201232,,,43,764,5.628272251,102.2633244
State,,Kansas,All,2011-12,201221,,,24,474,5.063291139,100.5286925
State,,Indiana,All,2011-12,201224,,,88,1080,8.148148148,98.46921637
Region,7,,All,2011-12,201152,0,183,183,2510,7.290836653,106.6851325
State,,Texas,All,2011-12,201233,,,206,3137,6.566783551,97.67606431
State,,Utah,All,2011-12,201234,,,21,295,7.118644068,103.2972004
State,,Montana,All,2011-12,201151,,,12,195,6.153846154,116.0515975
State,,South Carolina,All,2011-12,201140,,,46,774,5.943152455,97.09028053
National,,,0-17 years,2011-12,201151,0,29,29,660,4.393939394,103.7715823
State,,Rhode Island,All,2011-12,201211,,,27,180,15,99.4606599
State,,Arkansas,All,2011-12,201212,,,64,611,10.47463175,109.2004447
National,,,0-17 years,2011-12,201239,1,18,19,723,2.627939143,99.71311174
Region,2,,All,2011-12,201227,0,274,274,3981,6.882692791,95.91587825
Region,1,,All,2011-12,201143,0,198,198,2318,8.541846419,101.2512671
State,,North Carolina,All,2011-12,201215,,,137,1640,8.353658537,108.1289118
State,,Vermont,All,2011-12,201141,,,11,107,10.28037383,106.6479088
State,,Ohio,All,2011-12,201229,,,119,1883,6.319702602,91.48830322
National,,,18-64 years,2011-12,201149,0,569,569,12258,4.641866536,102.4243634
State,,Vermont,All,2011-12,201204,,,15,97,15.46391753,96.68081454
State,,Missouri,All,2011-12,201143,,,72,1072,6.71641791,101.5689955
State,,Georgia,All,2011-12,201211,,,92,1362,6.754772394,100.5009903
State,,Kansas,All,2011-12,201209,,,46,517,8.897485493,109.648384
State,,Mississippi,All,2011-12,201217,,,38,574,6.620209059,103.5841644
State,,Wyoming,All,2011-12,201211,,,10,81,12.34567901,96.46153846
State,,Ohio,All,2011-12,201220,,,124,2004,6.187624751,97.36726482
State,,District of Columbia,All,2011-12,201232,,,5,89,5.617977528,99.65711224
Region,4,,All,2011-12,201205,1,797,798,10775,7.406032483,103.4140327
Region,10,,All,2011-12,201237,0,113,113,1804,6.263858093,97.73164985
Region,4,,All,2011-12,201221,0,683,683,10436,6.544653124,100.1604497
National,,,18-64 years,2011-12,201207,4,666,670,12417,5.3958283,106.4786305
Region,3,,All,2011-12,201212,1,366,367,4955,7.40665994,98.38270067
State,,Wyoming,All,2011-12,201146,,,7,96,7.291666667,114.3247863
State,,Georgia,All,2011-12,201218,,,82,1389,5.903527718,102.4933007
Region,5,,All,2011-12,201218,3,619,622,8524,7.297043642,101.1500857
State,,Mississippi,All,2011-12,201227,,,24,523,4.588910134,94.38069335
State,,Ohio,All,2011-12,201235,,,139,1984,7.006048387,96.39553563
State,,Maryland,All,2011-12,201151,,,68,854,7.962529274,102.51512
State,,Oregon,All,2011-12,201202,,,34,694,4.899135447,112.6474631
State,,Kansas,All,2011-12,201207,,,38,516,7.364341085,109.4362981
State,,New Jersey,All,2011-12,201202,,,84,1405,5.978647687,105.501703
State,,Pennsylvania,All,2011-12,201235,,,143,2282,6.266432954,94.71455835
State,,Texas,All,2011-12,201213,,,262,3332,7.863145258,103.7477355
State,,Connecticut,All,2011-12,201149,,,36,564,6.382978723,101.7725322
State,,Massachusetts,All,2011-12,201208,,,95,1079,8.804448564,106.858513
State,,North Dakota,All,2011-12,201149,,,18,122,14.75409836,107.1839926
State,,North Carolina,All,2011-12,201225,,,107,1485,7.205387205,97.90941096
State,,Texas,All,2011-12,201145,,,206,3268,6.303549572,101.7549819
National,,,65 years and older,2011-12,201239,1,2665,2666,34624,7.699861368,99.71311174
State,,Oklahoma,All,2011-12,201145,,,51,726,7.024793388,104.2680539
State,,Delaware,All,2011-12,201152,,,12,148,8.108108108,100.2268162
State,,Colorado,All,2011-12,201145,,,37,634,5.835962145,103.4556527
State,,Alabama,All,2011-12,201146,,,64,933,6.859592712,101.0153494
State,,Arkansas,All,2011-12,201233,,,22,518,4.247104247,92.57910039
State,,Delaware,All,2011-12,201212,,,11,142,7.746478873,96.16356685
State,,Texas,All,2011-12,201211,,,280,3321,8.431195423,103.405231
State,,Louisiana,All,2011-12,201209,,,52,803,6.475716065,102.6521338
State,,Montana,All,2011-12,201213,,,13,185,7.027027027,110.1002335
Region,9,,All,2011-12,201237,0,471,471,5850,8.051282051,97.28827774
State,,Wisconsin,All,2011-12,201227,,,54,931,5.800214823,102.7246619
State,,North Carolina,All,2011-12,201150,,,116,1576,7.360406091,103.9092469
State,,Indiana,All,2011-12,201216,,,105,1198,8.76460768,109.22789
State,,South Dakota,All,2011-12,201229,,,16,129,12.40310078,94.2132299
State,,District of Columbia,All,2011-12,201235,,,7,86,8.139534884,96.29788374
State,,Arizona,All,2011-12,201204,,,71,1020,6.960784314,112.456282
State,,Mississippi,All,2011-12,201231,,,40,519,7.707129094,93.65885248
State,,Iowa,All,2011-12,201223,,,34,496,6.85483871,92.92469321
State,,Tennessee,All,2011-12,201211,,,105,1268,8.280757098,110.8451877
Region,9,,All,2011-12,201232,1,402,403,5954,6.768558952,99.01784713
National,,,0-17 years,2011-12,201142,0,19,19,753,2.523240372,98.61600059
State,,Florida,All,2011-12,201143,,,179,3230,5.541795666,97.33965855
State,,Alabama,All,2011-12,201151,,,83,957,8.672936259,103.613815
State,,North Carolina,All,2011-12,201202,,,137,1649,8.308065494,108.7223021
Region,1,,All,2011-12,201223,0,142,142,2212,6.419529837,96.62114008
State,,North Carolina,All,2011-12,201216,,,141,1577,8.941027267,103.9751792
Region,2,,All,2011-12,201237,0,288,288,3914,7.358201329,94.30161956
State,,Maine,All,2011-12,201218,,,15,220,6.818181818,89.97514823
State,,Maine,All,2011-12,201146,,,17,241,7.053941909,98.56368511
National,,,65 years and older,2011-12,201144,4,2901,2905,35104,8.27541021,101.205351
State,,Kansas,All,2011-12,201231,,,28,431,6.496519722,91.40900096
State,,Colorado,All,2011-12,201148,,,40,631,6.339144216,102.9661149
Region,2,,All,2011-12,201201,0,378,378,4526,8.351745471,109.0467885
State,,Nebraska,All,2011-12,201222,,,22,294,7.482993197,100.6832817
Region,10,,All,2011-12,201233,0,94,94,1776,5.292792793,96.21475063
State,,Rhode Island,All,2011-12,201209,,,19,190,10,104.9862521
State,,District of Columbia,All,2011-12,201144,,,4,87,4.597701149,97.41762657
State,,New Mexico,All,2011-12,201201,,,21,326,6.441717791,105.4412083
State,,Hawaii,All,2011-12,201228,,,18,190,9.473684211,100.0907395
State,,District of Columbia,All,2011-12,201150,,,8,83,9.638554217,92.93865524
State,,New York City,All,2011-12,201214,,,100,1026,9.746588694,103.0417484
National,,,18-64 years,2011-12,201213,7,646,653,12138,5.379798978,101.4869849
State,,Arkansas,All,2011-12,201144,,,28,537,5.2141527,95.9748589
State,,Vermont,All,2011-12,201232,,,8,111,7.207207207,110.6347465
State,,Vermont,All,2011-12,201231,,,6,110,5.454545455,109.6380371
State,,Ohio,All,2011-12,201221,,,134,1976,6.781376518,96.00684395
State,,Michigan,All,2011-12,201222,,,101,1584,6.376262626,93.81599306
State,,Mississippi,All,2011-12,201238,,,30,567,5.291005291,102.3209429
State,,Arizona,All,2011-12,201213,,,76,1007,7.547169811,111.0230156
Region,3,,All,2011-12,201141,0,344,344,5070,6.785009862,100.666053
State,,Florida,All,2011-12,201220,,,171,3280,5.213414634,98.84646441
State,,Nevada,All,2011-12,201239,,,20,394,5.076142132,103.1594508
Region,4,,All,2011-12,201203,0,824,824,11098,7.424761218,106.5140543
Region,9,,All,2011-12,201233,0,468,468,5963,7.848398457,99.1675214
State,,Alaska,All,2011-12,201221,,,2,64,3.125,88.78858281
State,,Kansas,All,2011-12,201148,,,32,491,6.517311609,104.1341519
State,,Maryland,All,2011-12,201216,,,58,891,6.509539843,106.9566416
State,,Indiana,All,2011-12,201230,,,57,1037,5.49662488,94.54868276
Region,4,,All,2011-12,201140,1,643,644,10307,6.248180848,98.92236055
Region,8,,All,2011-12,201228,0,62,62,1375,4.509090909,98.13345809
Region,5,,All,2011-12,201151,0,617,617,8569,7.200373439,101.6840784
Region,2,,All,2011-12,201235,0,278,278,4030,6.898263027,97.0964555
State,,Wisconsin,All,2011-12,201205,,,85,1005,8.457711443,110.8896726
State,,Kansas,All,2011-12,201141,,,21,477,4.402515723,101.16495
State,,California,All,2011-12,201149,,,458,4813,9.515894453,106.1470099
State,,Idaho,All,2011-12,201236,,,17,230,7.391304348,103.4675736
State,,New York,All,2011-12,201231,,,131,1741,7.524411258,95.49841085
State,,New York,All,2011-12,201232,,,132,1732,7.621247113,95.00473727
State,,New York City,All,2011-12,201217,,,86,949,9.062170706,95.3085957
State,,Illinois,All,2011-12,201239,,,132,2033,6.492867683,105.3205993
State,,Maryland,All,2011-12,201222,,,62,803,7.721046077,96.39302268
State,,Missouri,All,2011-12,201140,,,74,1117,6.624888093,105.8326193
Region,7,,All,2011-12,201212,6,234,240,2510,9.561752988,106.6851325
State,,Maryland,All,2011-12,201236,,,69,835,8.263473054,100.2343387
State,,Vermont,All,2011-12,201236,,,9,109,8.256880734,108.6413277
State,,Connecticut,All,2011-12,201147,,,56,546,10.25641026,98.52447269
State,,Kentucky,All,2011-12,201222,,,61,822,7.420924574,101.457509
,,,0-17 years,2011-12,201201,,,,,,107.4033985
Region,4,,All,2011-12,201228,0,673,673,10258,6.560733086,98.45207864
State,,North Carolina,All,2011-12,201212,,,116,1500,7.733333333,98.89839491
State,,Maine,All,2011-12,201235,,,10,237,4.219409283,96.92777332
Region,8,,All,2011-12,201202,0,120,120,1428,8.403361345,101.9160568
National,,,18-64 years,2011-12,201221,3,581,584,12252,4.766568724,98.26711084
State,,Delaware,All,2011-12,201207,,,8,160,5,108.3533148
State,,New York,All,2011-12,201234,,,139,1760,7.897727273,96.54061062
State,,Vermont,All,2011-12,201150,,,14,109,12.8440367,108.6413277
State,,Nevada,All,2011-12,201204,,,30,423,7.092198582,110.7524053
State,,California,All,2011-12,201226,,,376,4286,8.772748483,94.5244306
State,,Iowa,All,2011-12,201238,,,36,501,7.185628743,93.86143407
State,,New York,All,2011-12,201224,,,121,1745,6.934097421,95.71782133
National,,,65 years and older,2011-12,201149,1,3146,3147,35785,8.794187509,102.4243634
Region,7,,All,2011-12,201202,1,205,206,2471,8.336705787,105.0274751
State,,West Virginia,All,2011-12,201205,,,45,422,10.66350711,102.3701193
Region,1,,All,2011-12,201230,0,134,134,2135,6.276346604,93.25774596
